timestamp_cest,timestamp_utc,event_type,agent_id,agent_name,agent_ip,rule_id,rule_level,rule_description,rule_firedtimes,rule_groups,mitre_id,mitre_tactic,mitre_technique,compliance_pci,compliance_gdpr,program_name,srcuser,dstuser,uid,command,file_path,fim_event,file_sha256,file_size,vt_positives,vt_total,vt_malicious,vt_file,vt_permalink,src_ip,src_port,dst_ip,dst_port,protocol,service,duration,orig_bytes,resp_bytes,orig_pkts,resp_pkts,conn_state,location,full_log,anomaly_score,is_anomaly
"2026-08-26 21:56:34 CEST,2026-08-26T19:56:34.450+0000,host_auth,002,wazuh-lab,172.16.83.132,5402,3,Successful sudo to ROOT executed.,5,""syslog,sudo"",T1548.003,""Privilege Escalation,Defense Evasion"",Sudo and Sudo Caching,""10.2.5,10.2.2"",IV_32.2,sudo,sandbox,root,,/usr/bin/whoami,,,,,,,,,,,,,,,,,,,,,,journald,Aug 26 19:56:32 sandbox sudo[16240]: sandbox : TTY=/dev/pts/0 ; PWD=/opt/wazuh-lab ; USER=root ; COMMAND=/usr/bin/whoami",0.7935,host_virustotal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0473,0
"2026-08-27 18:24:01 CEST,2026-08-27T16:24:01.528+0000,host_auth,002,wazuh-lab,172.16.83.132,5402,3,Successful sudo to ROOT executed.,1,""syslog,sudo"",T1548.003,""Privilege Escalation,Defense Evasion"",Sudo and Sudo Caching,""10.2.5,10.2.2"",IV_32.2,sudo,sandbox,root,,/usr/bin/whoami,,,,,,,,,,,,,,,,,,,,,,journald,Aug 27 16:24:01 sandbox sudo[19938]: sandbox : TTY=/dev/pts/0 ; PWD=/opt/wazuh-lab ; USER=root ; COMMAND=/usr/bin/whoami",0.7091,host_virustotal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0473,0
"2026-08-27 18:24:01 CEST,2026-08-27T16:24:01.531+0000,host_auth,002,wazuh-lab,172.16.83.132,5502,3,PAM: Login session closed.,1,""pam,syslog"",,,,10.2.5,IV_32.2,sudo,,root,,,,,,,,,,,,,,,,,,,,,,,,journald,Aug 27 16:24:01 sandbox sudo[19938]: pam_unix(sudo:session): session closed for user root,0.7091,0;;;",,host_virustotal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0473,0
2026-09-04 13:56:05 CEST,2026-09-04T11:56:05.373+0000,host_virustotal,2.0,wazuh-lab,172.16.83.132,5402.0,3.0,Successful sudo to ROOT executed.,1.0,"syslog,sudo",T1548.003,"Privilege Escalation,Defense Evasion",Sudo and Sudo Caching,"10.2.5,10.2.2",IV_32.2,sudo,sandbox,root,,/usr/bin/whoami,,,,,,,,,,,,,,,,,,,,,,journald,Sep 04 11:56:05 sandbox sudo[146127]: sandbox : TTY=/dev/pts/0 ; PWD=/opt/wazuh-lab ; USER=root ; COMMAND=/usr/bin/whoami,0.0,0
2026-09-04 13:56:05 CEST,2026-09-04T11:56:05.373+0000,host_virustotal,2.0,wazuh-lab,172.16.83.132,5501.0,3.0,PAM: Login session opened.,1.0,"pam,syslog,authentication_success",T1078,"Defense Evasion,Persistence,Privilege Escalation,Initial Access",Valid Accounts,10.2.5,IV_32.2,sudo,sandbox,root,1000.0,,,,,,,,,,,,,,,,,,,,,,,journald,Sep 04 11:56:05 sandbox sudo[146127]: pam_unix(sudo:session): session opened for user root(uid=0) by sandbox(uid=1000),0.0,0
2026-09-04 13:56:05 CEST,2026-09-04T11:56:05.375+0000,host_virustotal,2.0,wazuh-lab,172.16.83.132,5502.0,3.0,PAM: Login session closed.,1.0,"pam,syslog",,,,10.2.5,IV_32.2,sudo,,root,,,,,,,,,,,,,,,,,,,,,,,,journald,Sep 04 11:56:05 sandbox sudo[146127]: pam_unix(sudo:session): session closed for user root,0.0,0
2026-09-04 14:12:09 CEST,2026-09-04T12:12:09.833+0000,host_virustotal,2.0,wazuh-lab,172.16.83.132,5501.0,3.0,PAM: Login session opened.,1.0,"pam,syslog,authentication_success",T1078,"Defense Evasion,Persistence,Privilege Escalation,Initial Access",Valid Accounts,10.2.5,IV_32.2,sudo,sandbox,root,1000.0,,,,,,,,,,,,,,,,,,,,,,,journald,Sep 04 12:12:08 sandbox sudo[146185]: pam_unix(sudo:session): session opened for user root(uid=0) by sandbox(uid=1000),0.0,0
2026-09-04 14:12:09 CEST,2026-09-04T12:12:09.833+0000,host_virustotal,2.0,wazuh-lab,172.16.83.132,5402.0,3.0,Successful sudo to ROOT executed.,1.0,"syslog,sudo",T1548.003,"Privilege Escalation,Defense Evasion",Sudo and Sudo Caching,"10.2.5,10.2.2",IV_32.2,sudo,sandbox,root,,/usr/bin/whoami,,,,,,,,,,,,,,,,,,,,,,journald,Sep 04 12:12:08 sandbox sudo[146185]: sandbox : TTY=/dev/pts/0 ; PWD=/opt/wazuh-lab ; USER=root ; COMMAND=/usr/bin/whoami,0.0,0
2026-09-04 14:12:09 CEST,2026-09-04T12:12:09.835+0000,host_virustotal,2.0,wazuh-lab,172.16.83.132,5502.0,3.0,PAM: Login session closed.,1.0,"pam,syslog",,,,10.2.5,IV_32.2,sudo,,root,,,,,,,,,,,,,,,,,,,,,,,,journald,Sep 04 12:12:08 sandbox sudo[146185]: pam_unix(sudo:session): session closed for user root,0.0,0
2026-09-04 14:20:16 CEST,2026-09-04T12:20:16.066+0000,host_virustotal,2.0,wazuh-lab,172.16.83.132,5501.0,3.0,PAM: Login session opened.,2.0,"pam,syslog,authentication_success",T1078,"Defense Evasion,Persistence,Privilege Escalation,Initial Access",Valid Accounts,10.2.5,IV_32.2,sudo,sandbox,root,1000.0,,,,,,,,,,,,,,,,,,,,,,,journald,Sep 04 12:20:14 sandbox sudo[146230]: pam_unix(sudo:session): session opened for user root(uid=0) by sandbox(uid=1000),0.1099,0
2026-09-04 14:20:16 CEST,2026-09-04T12:20:16.067+0000,host_virustotal,2.0,wazuh-lab,172.16.83.132,5502.0,3.0,PAM: Login session closed.,2.0,"pam,syslog",,,,10.2.5,IV_32.2,sudo,,root,,,,,,,,,,,,,,,,,,,,,,,,journald,Sep 04 12:20:14 sandbox sudo[146230]: pam_unix(sudo:session): session closed for user root,0.1099,0
2026-09-04 14:20:16 CEST,2026-09-04T12:20:16.066+0000,host_virustotal,2.0,wazuh-lab,172.16.83.132,5402.0,3.0,Successful sudo to ROOT executed.,2.0,"syslog,sudo",T1548.003,"Privilege Escalation,Defense Evasion",Sudo and Sudo Caching,"10.2.5,10.2.2",IV_32.2,sudo,sandbox,root,,/usr/bin/whoami,,,,,,,,,,,,,,,,,,,,,,journald,Sep 04 12:20:14 sandbox sudo[146230]: sandbox : TTY=/dev/pts/0 ; PWD=/opt/wazuh-lab ; USER=root ; COMMAND=/usr/bin/whoami,0.1099,0
2026-09-04 14:20:16 CEST,2026-09-04T12:20:16.068+0000,host_virustotal,2.0,wazuh-lab,172.16.83.132,5501.0,3.0,PAM: Login session opened.,3.0,"pam,syslog,authentication_success",T1078,"Defense Evasion,Persistence,Privilege Escalation,Initial Access",Valid Accounts,10.2.5,IV_32.2,sudo,sandbox,root,1000.0,,,,,,,,,,,,,,,,,,,,,,,journald,Sep 04 12:20:14 sandbox sudo[146239]: pam_unix(sudo:session): session opened for user root(uid=0) by sandbox(uid=1000),0.0675,0
2026-09-04 14:20:16 CEST,2026-09-04T12:20:16.070+0000,host_virustotal,2.0,wazuh-lab,172.16.83.132,5402.0,3.0,Successful sudo to ROOT executed.,3.0,"syslog,sudo",T1548.003,"Privilege Escalation,Defense Evasion",Sudo and Sudo Caching,"10.2.5,10.2.2",IV_32.2,sudo,sandbox,root,,/usr/bin/ls /root,,,,,,,,,,,,,,,,,,,,,,journald,Sep 04 12:20:14 sandbox sudo[146239]: sandbox : TTY=/dev/pts/0 ; PWD=/opt/wazuh-lab ; USER=root ; COMMAND=/usr/bin/ls /root,0.0675,0
2026-09-04 14:20:16 CEST,2026-09-04T12:20:16.075+0000,host_virustotal,2.0,wazuh-lab,172.16.83.132,5502.0,3.0,PAM: Login session closed.,3.0,"pam,syslog",,,,10.2.5,IV_32.2,sudo,,root,,,,,,,,,,,,,,,,,,,,,,,,journald,Sep 04 12:20:14 sandbox sudo[146239]: pam_unix(sudo:session): session closed for user root,0.0675,0
2026-09-04 14:20:16 CEST,2026-09-04T12:20:16.075+0000,host_virustotal,2.0,wazuh-lab,172.16.83.132,5501.0,3.0,PAM: Login session opened.,4.0,"pam,syslog,authentication_success",T1078,"Defense Evasion,Persistence,Privilege Escalation,Initial Access",Valid Accounts,10.2.5,IV_32.2,sudo,sandbox,root,1000.0,,,,,,,,,,,,,,,,,,,,,,,journald,Sep 04 12:20:14 sandbox sudo[146248]: pam_unix(sudo:session): session opened for user root(uid=0) by sandbox(uid=1000),0.0793,0
2026-09-04 14:20:16 CEST,2026-09-04T12:20:16.077+0000,host_virustotal,2.0,wazuh-lab,172.16.83.132,5402.0,3.0,Successful sudo to ROOT executed.,4.0,"syslog,sudo",T1548.003,"Privilege Escalation,Defense Evasion",Sudo and Sudo Caching,"10.2.5,10.2.2",IV_32.2,sudo,sandbox,root,,/usr/bin/cat /etc/shadow,,,,,,,,,,,,,,,,,,,,,,journald,Sep 04 12:20:14 sandbox sudo[146248]: sandbox : TTY=/dev/pts/0 ; PWD=/opt/wazuh-lab ; USER=root ; COMMAND=/usr/bin/cat /etc/shadow,0.0793,0
2026-09-04 14:20:16 CEST,2026-09-04T12:20:16.080+0000,host_virustotal,2.0,wazuh-lab,172.16.83.132,5502.0,3.0,PAM: Login session closed.,4.0,"pam,syslog",,,,10.2.5,IV_32.2,sudo,,root,,,,,,,,,,,,,,,,,,,,,,,,journald,Sep 04 12:20:14 sandbox sudo[146248]: pam_unix(sudo:session): session closed for user root,0.0793,0
2026-09-04 14:21:42 CEST,2026-09-04T12:21:42.098+0000,host_virustotal,2.0,wazuh-lab,172.16.83.132,5402.0,3.0,Successful sudo to ROOT executed.,5.0,"syslog,sudo",T1548.003,"Privilege Escalation,Defense Evasion",Sudo and Sudo Caching,"10.2.5,10.2.2",IV_32.2,sudo,sandbox,root,,/usr/bin/touch /etc/tfg_wazuh_test.conf,,,,,,,,,,,,,,,,,,,,,,journald,Sep 04 12:21:41 sandbox sudo[146282]: sandbox : TTY=/dev/pts/0 ; PWD=/opt/wazuh-lab ; USER=root ; COMMAND=/usr/bin/touch /etc/tfg_wazuh_test.conf,0.1301,0
2026-09-04 14:21:42 CEST,2026-09-04T12:21:42.096+0000,host_virustotal,2.0,wazuh-lab,172.16.83.132,5501.0,3.0,PAM: Login session opened.,5.0,"pam,syslog,authentication_success",T1078,"Defense Evasion,Persistence,Privilege Escalation,Initial Access",Valid Accounts,10.2.5,IV_32.2,sudo,sandbox,root,1000.0,,,,,,,,,,,,,,,,,,,,,,,journald,Sep 04 12:21:41 sandbox sudo[146282]: pam_unix(sudo:session): session opened for user root(uid=0) by sandbox(uid=1000),0.1301,0
2026-09-04 14:21:42 CEST,2026-09-04T12:21:42.108+0000,host_virustotal,2.0,wazuh-lab,172.16.83.132,5502.0,3.0,PAM: Login session closed.,5.0,"pam,syslog",,,,10.2.5,IV_32.2,sudo,,root,,,,,,,,,,,,,,,,,,,,,,,,journald,Sep 04 12:21:41 sandbox sudo[146282]: pam_unix(sudo:session): session closed for user root,0.1301,0
2026-09-04 14:21:42 CEST,2026-09-04T12:21:42.110+0000,host_virustotal,2.0,wazuh-lab,172.16.83.132,5501.0,3.0,PAM: Login session opened.,6.0,"pam,syslog,authentication_success",T1078,"Defense Evasion,Persistence,Privilege Escalation,Initial Access",Valid Accounts,10.2.5,IV_32.2,sudo,sandbox,root,1000.0,,,,,,,,,,,,,,,,,,,,,,,journald,Sep 04 12:21:41 sandbox sudo[146291]: pam_unix(sudo:session): session opened for user root(uid=0) by sandbox(uid=1000),0.1527,0
2026-09-04 14:21:42 CEST,2026-09-04T12:21:42.111+0000,host_virustotal,2.0,wazuh-lab,172.16.83.132,5402.0,3.0,Successful sudo to ROOT executed.,6.0,"syslog,sudo",T1548.003,"Privilege Escalation,Defense Evasion",Sudo and Sudo Caching,"10.2.5,10.2.2",IV_32.2,sudo,sandbox,root,,"/usr/bin/sh -c echo \""prueba=1\"" > /etc/tfg_wazuh_test.conf",,,,,,,,,,,,,,,,,,,,,,journald,"Sep 04 12:21:41 sandbox sudo[146291]: sandbox : TTY=/dev/pts/0 ; PWD=/opt/wazuh-lab ; USER=root ; COMMAND=/usr/bin/sh -c echo \""prueba=1\"" > /etc/tfg_wazuh_test.conf",0.1527,0
2026-09-04 14:21:42 CEST,2026-09-04T12:21:42.111+0000,host_virustotal,2.0,wazuh-lab,172.16.83.132,5502.0,3.0,PAM: Login session closed.,6.0,"pam,syslog",,,,10.2.5,IV_32.2,sudo,,root,,,,,,,,,,,,,,,,,,,,,,,,journald,Sep 04 12:21:41 sandbox sudo[146291]: pam_unix(sudo:session): session closed for user root,0.1527,0
2026-09-04 14:21:58 CEST,2026-09-04T12:21:58.110+0000,host_virustotal,2.0,wazuh-lab,172.16.83.132,5402.0,3.0,Successful sudo to ROOT executed.,7.0,"syslog,sudo",T1548.003,"Privilege Escalation,Defense Evasion",Sudo and Sudo Caching,"10.2.5,10.2.2",IV_32.2,sudo,sandbox,root,,/usr/bin/rm /etc/tfg_wazuh_test.conf,,,,,,,,,,,,,,,,,,,,,,journald,Sep 04 12:21:57 sandbox sudo[146304]: sandbox : TTY=/dev/pts/0 ; PWD=/opt/wazuh-lab ; USER=root ; COMMAND=/usr/bin/rm /etc/tfg_wazuh_test.conf,0.2218,0
2026-09-04 14:21:58 CEST,2026-09-04T12:21:58.110+0000,host_virustotal,2.0,wazuh-lab,172.16.83.132,5502.0,3.0,PAM: Login session closed.,7.0,"pam,syslog",,,,10.2.5,IV_32.2,sudo,,root,,,,,,,,,,,,,,,,,,,,,,,,journald,Sep 04 12:21:57 sandbox sudo[146304]: pam_unix(sudo:session): session closed for user root,0.2218,0
2026-09-04 14:21:58 CEST,2026-09-04T12:21:58.110+0000,host_virustotal,2.0,wazuh-lab,172.16.83.132,5501.0,3.0,PAM: Login session opened.,7.0,"pam,syslog,authentication_success",T1078,"Defense Evasion,Persistence,Privilege Escalation,Initial Access",Valid Accounts,10.2.5,IV_32.2,sudo,sandbox,root,1000.0,,,,,,,,,,,,,,,,,,,,,,,journald,Sep 04 12:21:57 sandbox sudo[146304]: pam_unix(sudo:session): session opened for user root(uid=0) by sandbox(uid=1000),0.2218,0
2026-09-04 14:22:16 CEST,2026-09-04T12:22:16.112+0000,host_virustotal,2.0,wazuh-lab,172.16.83.132,5402.0,3.0,Successful sudo to ROOT executed.,8.0,"syslog,sudo",T1548.003,"Privilege Escalation,Defense Evasion",Sudo and Sudo Caching,"10.2.5,10.2.2",IV_32.2,sudo,sandbox,root,,/usr/bin/journalctl -n 20,,,,,,,,,,,,,,,,,,,,,,journald,Sep 04 12:22:15 sandbox sudo[146319]: sandbox : TTY=/dev/pts/0 ; PWD=/opt/wazuh-lab ; USER=root ; COMMAND=/usr/bin/journalctl -n 20,0.4637,0
2026-09-04 14:22:16 CEST,2026-09-04T12:22:16.112+0000,host_virustotal,002,wazuh-lab,172.16.83.132,5501,3.0,PAM: Login session opened.,8.0,"pam,syslog,authentication_success",T1078,"Defense Evasion,Persistence,Privilege Escalation,Initial Access",Valid Accounts,10.2.5,IV_32.2,sudo,sandbox,root,1000,,,,,,,,,,,,,,,,,,,,,,,journald,Sep 04 12:22:15 sandbox sudo[146319]: pam_unix(sudo:session): session opened for user root(uid=0) by sandbox(uid=1000),0.4637,0
